Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Crs,TklW,Int,Fld,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm
2474,Musa Al-Taamari,jo JOR,"MF,FW",Rennes,fr Ligue 1,28.0,1997,30,22,1970,21.9,5,5,10,5,0,0,4,0,0.46,56,21,37.5,2.56,0.96,0.09,0.24,0,0,84,15,10,25,4,0,0,16,0,,,,,,,,,,,,,,
2475,Haris Tabakovic,ba BIH,FW,Gladbach,de Bundesliga,31.0,1994,30,26,2220,24.7,11,3,14,11,0,2,3,0,0.57,62,23,37.1,2.51,0.93,0.18,0.48,0,2,2,5,0,18,3,0,0,44,0,,,,,,,,,,,,,,
2476,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,33.0,1992,20,14,1310,14.6,0,3,3,0,0,0,5,2,0.21,15,1,6.7,1.03,0.07,0.00,0.00,0,0,20,14,17,33,5,2,1,36,0,,,,,,,,,,,,,,
2477,Jonathan Tah,de GER,DF,Bayern Munich,de Bundesliga,30.0,1996,25,21,1845,20.5,2,1,3,2,0,0,6,0,0.15,8,5,62.5,0.39,0.24,0.25,0.40,0,0,1,16,24,6,6,0,0,24,0,,,,,,,,,,,,,,
2478,Kōta Takai,jp JPN,DF,Gladbach,de Bundesliga,21.0,2004,8,3,342,3.8,0,0,0,0,0,0,1,0,0.00,3,2,66.7,0.79,0.53,0.00,0.00,0,0,0,4,4,3,1,0,0,3,0,,,,,,,,,,,,,,
2479,Chemsdine Talbi,ma MAR,"MF,FW",Sunderland,eng Premier League,20.0,2005,25,14,1362,15.1,4,1,5,4,0,0,0,0,0.33,22,9,40.9,1.45,0.59,0.18,0.44,0,0,41,5,3,1,0,0,0,5,0,,,,,,,,,,,,,,
2480,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,27.0,1998,26,26,2340,26.0,0,1,1,0,0,0,3,0,0.04,11,2,18.2,0.42,0.08,0.00,0.00,0,0,5,17,24,13,3,0,0,7,0,,,,,,,,,,,,,,
2481,Adrien Tameze,cm CMR,DF,Torino,it Serie A,32.0,1994,24,12,1120,12.4,0,0,0,0,0,0,3,0,0.00,5,0,0.0,0.40,0.00,0.00,,0,0,14,12,19,7,3,0,0,16,0,,,,,,,,,,,,,,
2482,Ao Tanaka,jp JPN,MF,Leeds United,eng Premier League,27.0,1998,24,10,1019,11.3,2,0,2,2,0,0,1,0,0.18,14,4,28.6,1.24,0.35,0.14,0.50,0,0,29,11,15,7,1,0,0,12,0,,,,,,,,,,,,,,
2483,Axel Tapé,fr FRA,"MF,DF",Leverkusen,de Bundesliga,18.0,2007,6,2,222,2.5,0,0,0,0,0,0,1,0,0.00,3,1,33.3,1.22,0.41,0.00,0.00,0,0,0,1,1,7,1,0,0,7,0,,,,,,,,,,,,,,
2484,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,27.0,1999,26,26,2305,25.6,5,3,8,5,0,0,7,0,0.31,27,10,37.0,1.05,0.39,0.19,0.50,0,0,10,14,19,1,7,0,0,26,0,,,,,,,,,,,,,,
2485,James Tarkowski,eng ENG,DF,Everton,eng Premier League,33.0,1992,33,33,2970,33.0,1,2,3,1,0,0,6,0,0.09,16,8,50.0,0.48,0.24,0.06,0.13,0,0,7,26,26,33,6,0,0,26,0,,,,,,,,,,,,,,
2486,Rouven Tarnutzer,ch SUI,FW,Freiburg,de Bundesliga,18.0,2007,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2487,César Tárrega,es ESP,DF,Valencia,es La Liga,24.0,2002,27,24,2148,23.9,0,0,0,0,0,0,5,0,0.00,9,1,11.1,0.38,0.04,0.00,0.00,0,0,0,20,20,10,5,0,0,34,1,,,,,,,,,,,,,,
2488,Tylel Tati,fr FRA,DF,Nantes,fr Ligue 1,18.0,2008,20,20,1721,19.1,0,0,0,0,0,0,5,1,0.00,3,0,0.0,0.16,0.00,0.00,,0,0,1,13,14,15,5,1,0,25,0,,,,,,,,,,,,,,
2489,Nuno Tavares,pt POR,DF,Lazio,it Serie A,26.0,2000,21,15,1293,14.4,0,0,0,0,0,0,3,0,0.00,15,1,6.7,1.04,0.07,0.00,0.00,0,0,92,20,16,20,3,0,0,16,0,,,,,,,,,,,,,,
2490,Marcus Tavernier,eng ENG,MF,Bournemouth,eng Premier League,27.0,1999,30,27,2389,26.5,6,4,10,4,2,2,5,0,0.30,63,20,31.7,2.37,0.75,0.06,0.20,2,2,94,19,14,32,5,0,0,29,0,,,,,,,,,,,,,,
2491,Kenneth Taylor,nl NED,MF,Lazio,it Serie A,23.0,2002,15,15,1263,14.0,3,2,5,3,0,0,4,0,0.36,16,6,37.5,1.14,0.43,0.19,0.50,0,0,9,11,9,12,4,0,0,14,0,,,,,,,,,,,,,,
2492,Loum Tchaouna,fr FRA,"MF,FW",Burnley,eng Premier League,22.0,2003,25,10,937,10.4,1,0,1,1,0,0,1,0,0.10,17,7,41.2,1.63,0.67,0.06,0.14,0,0,18,7,2,12,1,0,0,7,0,,,,,,,,,,,,,,
2493,Jackson Tchatchoua,cm CMR,"MF,DF",Wolves,eng Premier League,24.0,2001,31,19,1845,20.5,0,1,1,0,0,0,3,0,0.05,3,1,33.3,0.15,0.05,0.00,0.00,0,0,90,15,14,9,3,0,0,8,0,,,,,,,,,,,,,,
2494,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,es La Liga,26.0,2000,29,27,2310,25.7,1,0,1,1,0,0,8,0,0.04,38,7,18.4,1.48,0.27,0.03,0.14,0,0,8,36,34,23,8,0,0,26,0,,,,,,,,,,,,,,
2495,Mathys Tel,fr FRA,"MF,FW",Tottenham Hotspur,eng Premier League,21.0,2005,27,9,1014,11.3,3,0,3,3,0,0,0,0,0.27,28,7,25.0,2.49,0.62,0.11,0.43,0,0,68,11,2,19,0,0,0,14,0,,,,,,,,,,,,,,
2496,Nathan Tella,ng NGA,MF,Leverkusen,de Bundesliga,26.0,1999,16,9,792,8.8,0,3,3,0,0,0,2,0,0.34,20,5,25.0,2.27,0.57,0.00,0.00,0,0,28,4,4,17,2,0,0,13,0,,,,,,,,,,,,,,
2497,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,30.0,1996,31,31,2789,31.0,1,0,1,1,0,0,2,0,0.03,18,5,27.8,0.58,0.16,0.06,0.20,0,0,17,36,40,34,2,0,0,25,0,,,,,,,,,,,,,,
2498,Arnau Tenas,es ESP,GK,Villarreal,es La Liga,24.0,2001,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,0,0,0,0,0,0,0,8,1.60,17,11,64.7,2,2,1,0,0.0,2,2,0,0
2499,Marc-André ter Stegen,de GER,GK,Girona,es La Liga,33.0,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,2,1.00,6,4,66.7,0,1,1,0,0.0,0,0,0,0
2500,Filippo Terracciano,it ITA,DF,Cremonese,it Serie A,23.0,2003,32,29,2659,29.5,2,0,2,2,0,0,6,0,0.07,14,4,28.6,0.47,0.14,0.14,0.50,0,0,26,22,50,23,6,0,0,16,2,,,,,,,,,,,,,,
2501,Pietro Terracciano,it ITA,GK,Milan,it Serie A,36.0,1990,2,1,125,1.4,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,4,4,100.0,1,0,0,2,200.0,0,0,0,0
2502,Ramón Terrats,es ESP,MF,Espanyol,es La Liga,25.0,2000,25,9,832,9.2,1,1,2,1,0,0,0,0,0.22,10,3,30.0,1.08,0.32,0.10,0.33,0,0,28,13,9,17,0,0,0,12,0,,,,,,,,,,,,,,
2503,Martin Terrier,fr FRA,"MF,FW",Leverkusen,de Bundesliga,29.0,1997,18,7,675,7.5,4,1,5,4,0,0,1,0,0.67,17,6,35.3,2.27,0.80,0.24,0.67,0,0,5,4,1,13,1,0,0,1,0,,,,,,,,,,,,,,
2504,Tanner Tessmann,us USA,MF,Lyon,fr Ligue 1,24.0,2001,29,22,1953,21.7,1,0,1,1,0,0,2,0,0.05,26,8,30.8,1.20,0.37,0.04,0.13,0,0,17,21,13,19,2,0,0,21,0,,,,,,,,,,,,,,
2505,Kenny Tete,nl NED,DF,Fulham,eng Premier League,30.0,1995,22,21,1791,19.9,1,0,1,1,0,0,2,0,0.05,16,3,18.8,0.80,0.15,0.06,0.33,0,0,34,38,26,31,2,0,0,27,0,,,,,,,,,,,,,,
2506,Jordan Teze,nl NED,"MF,DF",Monaco,fr Ligue 1,26.0,1999,30,25,2254,25.0,1,2,3,1,0,0,8,0,0.12,13,4,30.8,0.52,0.16,0.08,0.25,0,0,60,44,28,24,8,0,0,29,0,,,,,,,,,,,,,,
2507,Florian Thauvin,fr FRA,MF,Lens,fr Ligue 1,33.0,1993,30,27,2267,25.2,10,5,15,8,2,3,5,0,0.52,70,26,37.1,2.78,1.03,0.11,0.31,2,3,188,17,11,33,5,0,0,18,0,,,,,,,,,,,,,,
2508,Arthur Theate,be BEL,DF,Eintracht Frankfurt,de Bundesliga,25.0,2000,23,23,2051,22.8,1,0,1,1,0,0,8,0,0.04,15,7,46.7,0.66,0.31,0.07,0.14,0,0,13,20,31,13,8,0,0,14,0,,,,,,,,,,,,,,
2509,Igor Thiago,br BRA,FW,Brentford,eng Premier League,24.0,2001,34,33,2922,32.5,21,1,22,14,7,8,7,0,0.46,76,39,51.3,2.34,1.20,0.18,0.36,7,8,15,19,11,23,7,0,0,65,0,,,,,,,,,,,,,,
2510,Malick Thiaw,de GER,DF,Newcastle United,eng Premier League,24.0,2001,31,29,2605,28.9,4,0,4,4,0,0,4,0,0.14,27,13,48.1,0.93,0.45,0.15,0.31,0,0,9,29,26,10,4,0,0,22,0,,,,,,,,,,,,,,
2511,Jan Thielmann,de GER,"MF,FW",Köln,de Bundesliga,23.0,2002,24,20,1509,16.8,3,1,4,3,0,0,4,0,0.24,27,10,37.0,1.61,0.60,0.11,0.30,0,0,36,11,12,21,4,0,0,11,0,,,,,,,,,,,,,,
2512,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,32.0,1993,29,29,2473,27.5,3,8,11,3,0,0,10,0,0.40,41,12,29.3,1.49,0.44,0.07,0.25,0,0,114,48,19,42,10,0,0,50,0,,,,,,,,,,,,,,
2513,Morten Thorsby,no NOR,MF,Genoa,it Serie A,29.0,1996,13,8,731,8.1,2,1,3,2,0,0,2,0,0.37,10,4,40.0,1.23,0.49,0.20,0.50,0,0,5,1,3,5,2,0,0,15,0,,,,,,,,,,,,,,
2514,Morten Thorsby,no NOR,MF,Cremonese,it Serie A,29.0,1996,8,6,485,5.4,1,0,1,1,0,0,1,0,0.19,11,4,36.4,2.04,0.74,0.09,0.25,0,0,0,5,2,5,1,0,0,9,0,,,,,,,,,,,,,,
2515,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,27.0,1999,28,23,2100,23.3,3,3,6,3,0,0,7,0,0.26,37,12,32.4,1.59,0.51,0.08,0.25,0,0,12,16,25,50,7,0,0,29,0,,,,,,,,,,,,,,
2516,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,25.0,2001,32,28,2306,25.6,3,2,5,3,0,0,2,0,0.20,47,15,31.9,1.83,0.59,0.06,0.20,0,0,15,31,12,12,2,0,0,36,0,,,,,,,,,,,,,,
2517,Marcus Thuram,fr FRA,FW,Inter,it Serie A,28.0,1997,27,22,1790,19.9,12,5,17,12,0,0,2,0,0.85,69,27,39.1,3.47,1.36,0.17,0.44,0,0,19,13,1,40,2,0,0,41,0,,,,,,,,,,,,,,
2518,Cheikh Tidiane Sabaly,sn SEN,"MF,FW",Metz,fr Ligue 1,27.0,1999,14,12,967,10.7,0,2,2,0,0,0,2,0,0.19,8,4,50.0,0.74,0.37,0.00,0.00,0,0,14,13,3,16,2,0,0,14,0,,,,,,,,,,,,,,
2519,Youri Tielemans,be BEL,MF,Aston Villa,eng Premier League,28.0,1997,21,18,1575,17.5,0,4,4,0,0,0,0,0,0.23,19,4,21.1,1.09,0.23,0.00,0.00,0,0,36,33,14,32,0,0,0,23,0,,,,,,,,,,,,,,
2520,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,28.0,1997,10,0,198,2.2,1,0,1,1,0,0,2,0,0.45,6,3,50.0,2.73,1.36,0.17,0.33,0,0,0,1,0,4,2,0,0,6,0,,,,,,,,,,,,,,
2521,Phillip Tietz,de GER,FW,Mainz 05,de Bundesliga,28.0,1997,16,16,1364,15.2,3,1,4,3,0,1,2,0,0.26,40,19,47.5,2.64,1.25,0.08,0.16,0,1,4,3,7,16,2,0,0,25,0,,,,,,,,,,,,,,
2522,Malik Tillman,us USA,MF,Leverkusen,de Bundesliga,23.0,2002,26,17,1581,17.6,6,1,7,6,0,0,1,0,0.40,32,11,34.4,1.82,0.63,0.19,0.55,0,0,16,29,17,27,1,0,0,16,0,,,,,,,,,,,,,,
2523,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,24.0,2001,30,28,2454,27.3,3,5,8,3,0,0,5,0,0.29,25,7,28.0,0.92,0.26,0.12,0.43,0,0,46,35,24,29,5,0,0,38,0,,,,,,,,,,,,,,
2524,Quinten Timber,nl NED,MF,Marseille,fr Ligue 1,24.0,2001,12,12,965,10.7,0,0,0,0,0,0,2,0,0.00,10,2,20.0,0.93,0.19,0.00,0.00,0,0,6,15,7,18,2,0,0,11,0,,,,,,,,,,,,,,
2525,Jean-Clair Todibo,fr FRA,DF,West Ham United,eng Premier League,26.0,1999,21,20,1699,18.9,0,1,1,0,0,0,4,1,0.05,2,0,0.0,0.11,0.00,0.00,,0,0,1,24,16,3,4,1,0,8,0,,,,,,,,,,,,,,
2526,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,21.0,2004,5,1,136,1.5,0,0,0,0,0,0,2,0,0.00,2,0,0.0,1.32,0.00,0.00,,0,0,1,1,0,2,2,0,0,2,0,,,,,,,,,,,,,,
2527,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,31.0,1994,27,23,2032,22.6,9,2,11,8,1,2,4,0,0.44,46,24,52.2,2.04,1.06,0.17,0.33,1,2,43,18,15,50,4,0,0,39,0,,,,,,,,,,,,,,
2528,Jeremy Toljan,de GER,DF,Levante,es La Liga,31.0,1994,32,32,2782,30.9,1,3,4,1,0,0,7,0,0.13,9,1,11.1,0.29,0.03,0.11,1.00,0,0,64,37,30,18,7,0,0,27,0,,,,,,,,,,,,,,
2529,Tiago Tomás,pt POR,"MF,FW",Stuttgart,de Bundesliga,23.0,2002,24,10,987,11.0,4,3,7,4,0,0,3,0,0.64,33,9,27.3,3.01,0.82,0.12,0.44,0,0,12,8,4,28,3,0,0,12,0,,,,,,,,,,,,,,
2530,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,28.0,1997,30,28,2396,26.6,0,2,2,0,0,0,5,0,0.08,9,2,22.2,0.34,0.08,0.00,0.00,0,0,16,39,26,7,5,0,0,30,0,,,,,,,,,,,,,,
2531,Sandro Tonali,it ITA,MF,Newcastle United,eng Premier League,25.0,2000,32,28,2302,25.6,0,2,2,0,0,0,3,0,0.08,34,8,23.5,1.33,0.31,0.00,0.00,0,0,90,22,26,39,3,0,0,23,0,,,,,,,,,,,,,,
2532,Keke Topp,de GER,FW,Werder Bremen,de Bundesliga,22.0,2004,20,7,638,7.1,1,1,2,1,0,0,4,0,0.28,25,3,12.0,3.53,0.42,0.04,0.33,0,0,5,5,1,7,4,0,0,16,0,,,,,,,,,,,,,,
2533,Pablo Torre,es ESP,"MF,FW",Mallorca,es La Liga,23.0,2003,30,15,1270,14.1,3,3,6,3,0,0,3,0,0.43,17,9,52.9,1.20,0.64,0.18,0.33,0,0,68,11,8,31,3,0,0,24,0,,,,,,,,,,,,,,
2534,Jofre Torrents,es ESP,DF,Barcelona,es La Liga,19.0,2007,3,0,50,0.6,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,4,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2535,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,26.0,2000,29,21,1749,19.4,14,1,15,14,0,0,2,0,0.77,63,33,52.4,3.24,1.70,0.22,0.42,0,0,2,5,4,15,2,0,0,11,0,,,,,,,,,,,,,,
2536,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,29.0,1997,19,17,1568,17.4,0,0,0,0,0,0,1,0,0.00,7,0,0.0,0.40,0.00,0.00,,0,0,4,13,11,5,1,0,0,7,1,,,,,,,,,,,,,,
2537,Lucas Torró,es ESP,MF,Osasuna,es La Liga,31.0,1994,29,27,1985,22.1,0,1,1,0,0,0,6,0,0.05,20,5,25.0,0.91,0.23,0.00,0.00,0,0,2,14,26,24,6,0,0,29,0,,,,,,,,,,,,,,
2538,Jordan Torunarigha,de GER,DF,Hamburger SV,de Bundesliga,28.0,1997,22,19,1792,19.9,0,0,0,0,0,0,2,0,0.00,5,1,20.0,0.25,0.05,0.00,0.00,0,0,3,19,28,12,2,0,0,18,0,,,,,,,,,,,,,,
2539,Alex Tóth,hu HUN,MF,Bournemouth,eng Premier League,20.0,2005,7,1,83,0.9,0,0,0,0,0,0,1,0,0.00,1,0,0.0,1.08,0.00,0.00,,0,0,3,0,2,2,1,0,0,1,0,,,,,,,,,,,,,,
2540,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,32.0,1994,11,8,740,8.2,2,0,2,2,0,1,2,0,0.24,13,4,30.8,1.58,0.49,0.15,0.50,0,1,13,6,10,17,2,0,0,13,0,,,,,,,,,,,,,,
2541,Alpha Touré,sn SEN,MF,Metz,fr Ligue 1,20.0,2006,29,15,1522,16.9,0,1,1,0,0,0,5,0,0.06,16,1,6.3,0.95,0.06,0.00,0.00,0,0,12,21,10,24,5,0,0,27,0,,,,,,,,,,,,,,
2542,Bazoumana Touré,ci CIV,"MF,FW",Hoffenheim,de Bundesliga,20.0,2006,27,26,2087,23.2,3,8,11,3,0,0,2,0,0.47,40,10,25.0,1.72,0.43,0.08,0.30,0,0,105,20,6,25,2,0,0,40,0,,,,,,,,,,,,,,
2543,Idrissa Touré,de GER,MF,Pisa,it Serie A,27.0,1998,29,25,2141,23.8,1,0,1,1,0,0,4,1,0.04,27,7,25.9,1.13,0.29,0.04,0.14,0,0,66,26,23,16,4,1,0,22,0,,,,,,,,,,,,,,
2544,Ousmane Toure,fr FRA,DF,Lille,fr Ligue 1,21.0,2005,1,1,51,0.6,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,
2545,Lucas Tousart,fr FRA,MF,Brest,fr Ligue 1,28.0,1997,20,6,607,6.7,1,0,1,1,0,0,0,0,0.15,7,3,42.9,1.04,0.44,0.14,0.33,0,0,3,11,8,4,0,0,0,19,0,,,,,,,,,,,,,,
2546,James Trafford,eng ENG,GK,Manchester City,eng Premier League,23.0,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,0,1,0,0,0,0,0,4,1.33,14,11,78.6,1,0,2,1,33.3,1,1,0,0
2547,Mattéo Tramoni,fr FRA,"MF,FW",Pisa,it Serie A,26.0,2000,27,21,1600,17.8,2,2,4,1,1,1,3,0,0.17,28,9,32.1,1.58,0.51,0.04,0.11,1,1,68,21,15,15,3,0,0,16,0,,,,,,,,,,,,,,
2548,Adama Traoré,es ESP,"FW,MF",West Ham United,eng Premier League,30.0,1996,8,0,104,1.2,0,0,0,0,0,0,1,0,0.00,2,0,0.0,1.73,0.00,0.00,,0,0,8,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,
2549,Adama Traoré,es ESP,MF,Fulham,eng Premier League,30.0,1996,15,1,274,3.0,0,0,0,0,0,0,0,0,0.00,5,1,20.0,1.64,0.33,0.00,0.00,0,0,15,1,0,8,0,0,0,6,0,,,,,,,,,,,,,,
2550,Bertrand Traoré,bf BFA,"MF,FW",Sunderland,eng Premier League,30.0,1995,12,9,632,7.0,1,0,1,1,0,0,1,0,0.14,12,6,50.0,1.71,0.85,0.08,0.17,0,0,13,4,2,12,1,0,0,11,0,,,,,,,,,,,,,,
2551,Boubacar Traoré,ml MLI,MF,Metz,fr Ligue 1,24.0,2001,19,16,1361,15.1,1,0,1,1,0,0,3,0,0.07,18,3,16.7,1.19,0.20,0.06,0.33,0,0,2,26,15,5,3,0,0,29,0,,,,,,,,,,,,,,
2552,Hamari Traoré,ml MLI,DF,Paris FC,fr Ligue 1,34.0,1992,15,12,984,10.9,0,1,1,0,0,0,3,0,0.09,4,0,0.0,0.37,0.00,0.00,,0,0,21,18,17,4,3,0,0,19,0,,,,,,,,,,,,,,
2553,Omar Traoré,de GER,"DF,MF",Heidenheim,de Bundesliga,28.0,1998,24,15,1381,15.3,0,2,2,0,0,0,2,0,0.13,10,2,20.0,0.65,0.13,0.00,0.00,0,0,33,10,15,18,2,0,0,20,0,,,,,,,,,,,,,,
2554,Kevin Trapp,de GER,GK,Paris FC,fr Ligue 1,35.0,1990,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,5,2,0,0,0,0,26,1.37,72,51,72.2,6,8,5,6,31.6,8,6,1,1
2555,Óscar Trejo,ar ARG,"FW,MF",Rayo Vallecano,es La Liga,38.0,1988,6,0,79,0.9,0,0,0,0,0,0,2,0,0.00,1,1,100.0,1.14,1.14,0.00,0.00,0,0,7,0,0,3,2,0,0,2,0,,,,,,,,,,,,,,
2556,Yael Trepy,,FW,Cagliari,it Serie A,,,7,0,88,1.0,1,0,1,1,0,0,0,0,1.02,5,1,20.0,5.11,1.02,0.20,1.00,0,0,6,0,0,2,0,0,0,1,0,,,,,,,,,,,,,,
2557,Mike Trésor,be BEL,"FW,MF",Burnley,eng Premier League,26.0,1999,6,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,3,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2558,Philipp Treu,de GER,"DF,MF",Freiburg,de Bundesliga,25.0,2000,25,21,1916,21.3,1,2,3,1,0,0,2,0,0.14,16,4,25.0,0.75,0.19,0.06,0.25,0,0,27,23,5,30,2,0,0,17,0,,,,,,,,,,,,,,
2559,Christopher Trimmel,at AUT,"MF,DF",Union Berlin,de Bundesliga,39.0,1987,26,20,1684,18.7,0,2,2,0,0,0,7,0,0.11,4,0,0.0,0.21,0.00,0.00,,0,0,157,22,8,7,7,0,0,26,0,,,,,,,,,,,,,,
2560,Kieran Trippier,eng ENG,DF,Newcastle United,eng Premier League,35.0,1990,19,17,1501,16.7,0,1,1,0,0,0,3,0,0.06,2,0,0.0,0.12,0.00,0.00,,0,0,92,11,7,18,3,0,0,22,0,,,,,,,,,,,,,,
2561,Mariano Troilo,ar ARG,DF,Parma,it Serie A,22.0,2003,17,14,1265,14.1,1,0,1,1,0,0,7,2,0.07,9,2,22.2,0.64,0.14,0.11,0.50,0,0,1,15,11,19,7,2,1,23,0,,,,,,,,,,,,,,
2562,Leandro Trossard,be BEL,"FW,MF",Arsenal,eng Premier League,31.0,1994,28,18,1731,19.2,5,5,10,5,0,0,1,0,0.52,44,11,25.0,2.29,0.57,0.11,0.45,0,0,54,15,9,34,1,0,0,13,0,,,,,,,,,,,,,,
2563,Adrien Truffert,fr FRA,DF,Bournemouth,eng Premier League,24.0,2001,34,34,3019,33.5,1,3,4,1,0,0,4,0,0.12,14,4,28.6,0.42,0.12,0.07,0.25,0,0,135,47,41,29,4,0,0,37,0,,,,,,,,,,,,,,
2564,Kostas Tsimikas,gr GRE,MF,Roma,it Serie A,29.0,1996,18,6,644,7.2,0,0,0,0,0,0,1,0,0.00,7,0,0.0,0.98,0.00,0.00,,0,0,43,5,8,8,1,0,0,9,0,,,,,,,,,,,,,,
2565,Heorhii Tsitaishvili,ge GEO,MF,Metz,fr Ligue 1,25.0,2000,31,26,2269,25.2,3,2,5,3,0,0,2,0,0.20,29,8,27.6,1.15,0.32,0.10,0.38,0,0,150,12,14,32,2,0,0,21,0,,,,,,,,,,,,,,
2566,Viktor Tsyhankov,ua UKR,MF,Girona,es La Liga,28.0,1997,27,26,2191,24.3,6,4,10,6,0,0,2,0,0.41,37,16,43.2,1.52,0.66,0.16,0.38,0,0,98,19,16,30,2,0,0,16,0,,,,,,,,,,,,,,
2567,Axel Tuanzebe,cd COD,DF,Burnley,eng Premier League,28.0,1997,11,11,931,10.3,1,0,1,1,0,0,1,0,0.10,2,1,50.0,0.19,0.10,0.50,1.00,0,0,1,6,9,2,1,0,0,10,1,,,,,,,,,,,,,,
2568,Kareem Tunde,es ESP,MF,Levante,es La Liga,20.0,2005,16,14,975,10.8,0,1,1,0,0,0,3,0,0.09,15,2,13.3,1.38,0.18,0.00,0.00,0,0,8,11,12,19,3,0,0,16,0,,,,,,,,,,,,,,
2569,Stefano Turati,it ITA,GK,Sassuolo,it Serie A,24.0,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,3,1.00,12,9,75.0,1,1,1,1,33.3,0,0,0,0
2570,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,24.0,2002,23,13,1096,12.2,0,3,3,0,0,0,5,0,0.25,19,6,31.6,1.56,0.49,0.00,0.00,0,0,8,23,7,18,5,0,0,23,0,,,,,,,,,,,,,,
2571,Stefanos Tzimas,gr GRE,FW,Brighton,eng Premier League,20.0,2006,9,1,139,1.5,1,1,2,1,0,0,0,0,1.29,4,1,25.0,2.59,0.65,0.25,1.00,0,0,1,1,0,1,0,0,0,4,0,,,,,,,,,,,,,,
2572,Christantus Uche,ng NGA,FW,Crystal Palace,eng Premier League,22.0,2003,14,0,173,1.9,0,0,0,0,0,0,0,0,0.00,6,2,33.3,3.12,1.04,0.00,0.00,0,0,6,1,0,7,0,0,0,4,0,,,,,,,,,,,,,,
2573,Christantus Uche,ng NGA,FW,Getafe,es La Liga,22.0,2003,3,3,270,3.0,1,1,2,1,0,0,1,0,0.67,6,1,16.7,2.00,0.33,0.17,1.00,0,0,1,2,0,8,1,0,0,10,0,,,,,,,,,,,,,,
2574,Destiny Udogie,it ITA,"DF,MF",Tottenham Hotspur,eng Premier League,23.0,2002,16,10,1008,11.2,0,1,1,0,0,0,3,0,0.09,3,1,33.3,0.27,0.09,0.00,0.00,0,0,22,14,4,18,3,0,0,14,0,,,,,,,,,,,,,,
2575,Matthieu Udol,fr FRA,"MF,DF",Lens,fr Ligue 1,30.0,1996,30,30,2687,29.9,1,7,8,1,0,0,2,0,0.27,42,15,35.7,1.41,0.50,0.02,0.07,0,0,106,16,47,25,2,0,0,28,0,,,,,,,,,,,,,,
2576,Manuel Ugarte,uy URU,MF,Manchester Utd,eng Premier League,25.0,2001,22,8,887,9.9,0,0,0,0,0,0,1,0,0.00,13,1,7.7,1.32,0.10,0.00,0.00,0,0,1,30,20,15,1,0,0,24,0,,,,,,,,,,,,,,
