Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
2304,Mamadou Sarr,sn SEN,DF,Chelsea,eng Premier League,20.0,2005,2,1,92,1.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2304,sn SEN,DF,eng Premier League,20-242,2005,1.0,0,1,0,0.0,0.98,0.00,0.00,,0,0,2899,sn SEN,DF,eng Premier League,20-242,2005,2,92,46,3.0,1.0,1,89,0,1,3,7,0.50,1,3,-2,-1.96,-2.26,2304,sn SEN,DF,eng Premier League,20-242,2005,1.0,0,0,0,0,0,0,0,1,0,0
2305,Martin Satriano,uy URU,"FW,MF",Getafe,es La Liga,25.0,2001,14,14,1243,13.8,4,1,5,4,0,0,4,0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,2305,uy URU,"FW,MF",es La Liga,25-067,2001,13.8,4,24,11,45.8,1.74,0.80,0.17,0.36,0,0,2901,uy URU,"FW,MF",es La Liga,25-067,2001,14,1243,89,41.9,13.8,14,89,10,0,,0,1.64,13,9,+4,+0.29,+0.81,2305,uy URU,"FW,MF",es La Liga,25-067,2001,13.8,4,0,0,17,19,4,14,9,12,0
2306,Martin Satriano,uy URU,FW,Lyon,fr Ligue 1,25.0,2001,11,8,692,7.7,2,1,3,2,0,0,1,0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,2306,uy URU,FW,fr Ligue 1,25-067,2001,7.7,2,16,7,43.8,2.08,0.91,0.13,0.29,0,0,2902,uy URU,FW,fr Ligue 1,25-067,2001,11,692,63,24.8,7.7,8,84,4,3,7,2,1.50,11,9,+2,+0.26,-0.34,2306,uy URU,FW,fr Ligue 1,25-067,2001,7.7,1,0,0,11,13,3,5,5,3,0
2307,Mario Sauer,sk SVK,MF,Toulouse,fr Ligue 1,21.0,2004,24,6,642,7.1,1,0,1,1,0,0,4,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,2307,sk SVK,MF,fr Ligue 1,21-348,2004,7.1,1,13,3,23.1,1.82,0.42,0.08,0.33,0,0,2903,sk SVK,MF,fr Ligue 1,21-348,2004,24,642,27,23.0,7.1,6,64,1,18,14,4,1.13,10,16,-6,-0.84,-1.05,2307,sk SVK,MF,fr Ligue 1,21-348,2004,7.1,4,0,0,12,3,0,7,9,6,0
2308,Razvan Sava,ro ROU,GK,Udinese,it Serie A,23.0,2002,7,6,620,6.9,0,0,0,0,0,0,1,0,0.00,142,ro ROU,GK,it Serie A,23-311,2002,7,6,620,6.9,14,2.03,28,14,50.0,2,2,2,1,16.7,0,0,0,0,2308,ro ROU,GK,it Serie A,23-311,2002,6.9,0,0,0,,0.00,0.00,,,0,0,2904,ro ROU,GK,it Serie A,23-311,2002,7,620,89,20.3,6.9,6,90,6,1,80,23,1.14,7,14,-7,-1.02,-1.09,2308,ro ROU,GK,it Serie A,23-311,2002,6.9,1,0,0,0,0,0,0,0,0,0
2309,Sávio,br BRA,MF,Manchester City,eng Premier League,22.0,2004,20,5,617,6.9,0,1,1,0,0,0,2,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,2309,br BRA,MF,eng Premier League,22-018,2004,6.9,0,15,10,66.7,2.19,1.46,0.00,0.00,0,0,2905,br BRA,MF,eng Premier League,22-018,2004,20,617,31,20.8,6.9,5,74,1,15,17,2,2.40,9,5,+4,+0.58,-0.68,2309,br BRA,MF,eng Premier League,22-018,2004,6.9,2,0,0,8,10,4,32,5,4,0
2310,Nicolò Savona,it ITA,DF,Nottingham Forest,eng Premier League,23.0,2003,14,11,1028,11.4,2,0,2,2,0,0,2,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,2310,it ITA,DF,eng Premier League,23-040,2003,11.4,2,5,3,60.0,0.44,0.26,0.40,0.67,0,0,2906,it ITA,DF,eng Premier League,23-040,2003,14,1028,73,33.6,11.4,11,85,9,3,31,4,0.93,13,18,-5,-0.44,-0.48,2310,it ITA,DF,eng Premier League,23-040,2003,11.4,2,0,0,12,5,1,27,5,12,0
2311,Joe Scally,us USA,"MF,DF",Gladbach,de Bundesliga,23.0,2002,29,26,2338,26.0,2,3,5,2,0,0,7,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,2311,us USA,"MF,DF",de Bundesliga,23-118,2002,26.0,2,15,9,60.0,0.58,0.35,0.13,0.22,0,0,2909,us USA,"MF,DF",de Bundesliga,23-118,2002,29,2338,81,83.8,26.0,26,88,20,3,18,1,1.10,32,37,-5,-0.19,+1.60,2311,us USA,"MF,DF",de Bundesliga,23-118,2002,26.0,7,0,0,30,46,2,45,16,24,1
2312,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,22.0,2003,20,19,1515,16.8,3,1,4,3,0,0,2,0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,2312,it ITA,DF,it Serie A,22-138,2003,16.8,3,18,6,33.3,1.07,0.36,0.17,0.50,0,0,2910,it ITA,DF,it Serie A,22-138,2003,20,1515,76,49.5,16.8,19,78,10,1,24,5,1.85,27,13,+14,+0.83,+0.77,2312,it ITA,DF,it Serie A,22-138,2003,16.8,2,0,0,26,7,2,3,32,20,0
2313,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,27.0,1999,22,15,1249,13.9,10,1,11,8,2,2,2,0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,2313,it ITA,FW,it Serie A,27-117,1999,13.9,10,57,22,38.6,4.11,1.59,0.14,0.36,2,2,2911,it ITA,FW,it Serie A,27-117,1999,22,1249,57,40.8,13.9,15,68,5,7,33,5,1.27,19,14,+5,+0.36,-0.14,2313,it ITA,FW,it Serie A,27-117,1999,13.9,2,0,0,24,19,8,0,3,5,0
2314,Oliver Scarles,eng ENG,"DF,MF",West Ham United,eng Premier League,20.0,2005,12,9,656,7.3,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2314,eng ENG,"DF,MF",eng Premier League,20-137,2005,7.3,0,3,0,0.0,0.41,0.00,0.00,,0,0,2912,eng ENG,"DF,MF",eng Premier League,20-137,2005,12,656,55,21.4,7.3,9,69,4,3,11,14,0.92,8,16,-8,-1.10,-0.80,2314,eng ENG,"DF,MF",eng Premier League,20-137,2005,7.3,1,0,0,6,7,1,35,13,18,0
2315,Dane Scarlett,eng ENG,FW,Tottenham Hotspur,eng Premier League,22.0,2004,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2315,eng ENG,FW,eng Premier League,22-035,2004,0.1,0,0,0,,0.00,0.00,,,0,0,2913,eng ENG,FW,eng Premier League,22-035,2004,2,9,5,0.3,0.1,0,,0,2,5,9,1.00,1,0,+1,+10.00,+10.32,2315,eng ENG,FW,eng Premier League,22-035,2004,0.1,0,0,0,1,0,0,0,0,0,0
2316,Kevin Schade,de GER,"MF,FW",Brentford,eng Premier League,24.0,2001,31,29,2458,27.3,7,3,10,7,0,1,6,1,0.37,,,,,,,,,,,,,,,,,,,,,,,,,2316,de GER,"MF,FW",eng Premier League,24-152,2001,27.3,7,51,22,43.1,1.87,0.81,0.14,0.32,0,1,2914,de GER,"MF,FW",eng Premier League,24-152,2001,31,2458,79,80.3,27.3,29,82,16,2,45,0,1.39,37,30,+7,+0.26,+0.85,2316,de GER,"MF,FW",eng Premier League,24-152,2001,27.3,6,1,0,42,42,9,21,19,24,0
2317,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,27.0,1999,25,14,1243,13.8,1,0,1,1,0,0,2,1,0.07,,,,,,,,,,,,,,,,,,,,,,,,,2317,hu HUN,MF,de Bundesliga,27-015,1999,13.8,1,23,8,34.8,1.67,0.58,0.04,0.13,0,0,2915,hu HUN,MF,de Bundesliga,27-015,1999,25,1243,50,44.6,13.8,14,74,5,11,19,1,0.92,15,21,-6,-0.43,+0.38,2317,hu HUN,MF,de Bundesliga,27-015,1999,13.8,2,1,0,31,20,0,16,19,20,0
2318,Fabian Schär,ch SUI,DF,Newcastle United,eng Premier League,34.0,1991,16,11,1091,12.1,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2318,ch SUI,DF,eng Premier League,34-129,1991,12.1,0,17,4,23.5,1.40,0.33,0.00,0.00,0,0,2916,ch SUI,DF,eng Premier League,34-129,1991,16,1091,68,35.7,12.1,11,88,9,5,25,3,1.75,16,13,+3,+0.25,+0.57,2318,ch SUI,DF,eng Premier League,34-129,1991,12.1,1,0,0,15,7,1,4,16,9,0
2319,Fynn Schenten,de GER,FW,Köln,de Bundesliga,18.0,2007,7,1,100,1.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2319,de GER,FW,de Bundesliga,18-226,2007,1.1,0,1,0,0.0,0.90,0.00,0.00,,0,0,2917,de GER,FW,de Bundesliga,18-226,2007,7,100,14,3.6,1.1,1,61,0,6,7,3,0.29,2,6,-4,-3.60,-3.47,2319,de GER,FW,de Bundesliga,18-226,2007,1.1,0,0,0,2,0,0,3,0,0,0
2320,Derry Scherhant,de GER,MF,Freiburg,de Bundesliga,23.0,2002,28,11,1168,13.0,4,1,5,4,0,0,2,0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,2320,de GER,MF,de Bundesliga,23-169,2002,13.0,4,33,12,36.4,2.54,0.92,0.12,0.33,0,0,2918,de GER,MF,de Bundesliga,23-169,2002,28,1168,42,41.9,13.0,11,74,1,17,21,3,1.39,20,23,-3,-0.23,+0.05,2320,de GER,MF,de Bundesliga,23-169,2002,13.0,2,0,0,17,33,4,69,7,7,0
2321,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,30.0,1996,25,20,1719,19.1,13,3,16,9,4,4,2,0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,2321,cz CZE,FW,de Bundesliga,30-094,1996,19.1,13,59,26,44.1,3.09,1.36,0.15,0.35,4,4,2919,cz CZE,FW,de Bundesliga,30-094,1996,25,1719,69,61.6,19.1,20,79,9,5,29,0,1.68,38,24,+14,+0.73,+0.23,2321,cz CZE,FW,de Bundesliga,30-094,1996,19.1,2,0,0,20,15,5,0,3,2,0
2322,Stefan Schimmer,de GER,FW,Heidenheim,de Bundesliga,32.0,1994,24,3,778,8.6,5,1,6,5,0,0,1,0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,2322,de GER,FW,de Bundesliga,32-000,1994,8.6,5,31,11,35.5,3.59,1.27,0.16,0.45,0,0,2920,de GER,FW,de Bundesliga,32-000,1994,24,778,32,27.9,8.6,3,67,0,21,28,4,0.71,14,17,-3,-0.35,+0.91,2322,de GER,FW,de Bundesliga,32-000,1994,8.6,1,0,0,13,5,4,10,4,3,0
2323,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,28.0,1997,24,19,1657,18.4,2,1,3,2,0,0,5,0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,2323,at AUT,MF,de Bundesliga,28-212,1997,18.4,2,19,6,31.6,1.03,0.33,0.11,0.33,0,0,2921,at AUT,MF,de Bundesliga,28-212,1997,24,1657,69,59.4,18.4,19,82,14,5,21,0,1.92,37,24,+13,+0.71,-0.17,2323,at AUT,MF,de Bundesliga,28-212,1997,18.4,5,0,0,23,11,2,10,7,22,0
2324,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,29.0,1997,23,22,2015,22.4,0,1,1,0,0,1,7,1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,2324,de GER,DF,de Bundesliga,29-000,1997,22.4,0,12,3,25.0,0.54,0.13,0.00,0.00,0,1,2922,de GER,DF,de Bundesliga,29-000,1997,23,2015,88,72.2,22.4,22,90,21,1,45,5,1.22,29,36,-7,-0.31,+0.73,2324,de GER,DF,de Bundesliga,29-000,1997,22.4,7,1,1,25,20,1,6,32,25,0
2325,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,26.0,1999,25,25,2250,25.0,4,1,5,4,0,0,7,0,0.20,,,,,,,,,,,,,,,,,,,,,,,,,2325,de GER,DF,de Bundesliga,26-148,1999,25.0,4,31,8,25.8,1.24,0.32,0.13,0.50,0,0,2923,de GER,DF,de Bundesliga,26-148,1999,25,2250,90,80.6,25.0,25,90,25,0,,0,2.12,50,26,+24,+0.96,-0.71,2325,de GER,DF,de Bundesliga,26-148,1999,25.0,7,0,0,26,22,1,22,20,32,0
2326,Mick Schmetgens,de GER,MF,Werder Bremen,de Bundesliga,18.0,2007,2,0,37,0.4,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2326,de GER,MF,de Bundesliga,18-231,2007,0.4,0,0,0,,0.00,0.00,,,0,0,2924,de GER,MF,de Bundesliga,18-231,2007,2,37,19,1.3,0.4,0,,0,2,19,13,1.50,0,0,0,0.00,+0.59,2326,de GER,MF,de Bundesliga,18-231,2007,0.4,0,0,0,0,0,0,2,1,0,0
2327,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,26.0,2000,31,31,2733,30.4,3,8,11,0,3,4,4,0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,2327,at AUT,"MF,FW",de Bundesliga,26-091,2000,30.4,3,53,19,35.8,1.75,0.63,0.00,0.00,3,4,2925,at AUT,"MF,FW",de Bundesliga,26-091,2000,31,2733,88,98.0,30.4,31,88,22,0,,0,1.03,33,52,-19,-0.63,-2.20,2327,at AUT,"MF,FW",de Bundesliga,26-091,2000,30.4,4,0,0,18,29,5,145,13,26,0
2328,Isaac Schmidt,ch SUI,MF,Werder Bremen,de Bundesliga,26.0,1999,17,5,562,6.2,1,0,1,1,0,0,2,0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,2328,ch SUI,MF,de Bundesliga,26-142,1999,6.2,1,4,2,50.0,0.64,0.32,0.25,0.50,0,0,2926,ch SUI,MF,de Bundesliga,26-142,1999,17,562,33,20.1,6.2,5,66,0,12,19,10,0.82,8,12,-4,-0.64,-0.08,2328,ch SUI,MF,de Bundesliga,26-142,1999,6.2,2,0,0,7,3,0,8,8,7,0
2329,Joël Schmied,ch SUI,DF,Köln,de Bundesliga,27.0,1998,13,11,952,10.6,0,0,0,0,0,0,4,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2329,ch SUI,DF,de Bundesliga,27-217,1998,10.6,0,4,0,0.0,0.38,0.00,0.00,,0,0,2929,ch SUI,DF,de Bundesliga,27-217,1998,13,952,73,34.1,10.6,11,81,7,2,32,3,1.15,16,21,-5,-0.47,-0.33,2329,ch SUI,DF,de Bundesliga,27-217,1998,10.6,4,0,0,13,5,0,5,10,9,0
2330,Tim Schnitzer,de GER,MF,Augsburg,de Bundesliga,18.0,2008,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2330,de GER,MF,de Bundesliga,18-080,2008,0.1,0,0,0,,0.00,0.00,,,0,0,2930,de GER,MF,de Bundesliga,18-080,2008,1,6,6,0.2,0.1,0,,0,1,6,1,0.00,0,1,-1,-15.00,-14.52,2330,de GER,MF,de Bundesliga,18-080,2008,0.1,0,0,0,0,0,0,0,0,0,0
2331,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,26.0,1999,28,26,1982,22.0,1,3,4,1,0,0,5,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,2331,de GER,MF,de Bundesliga,26-320,1999,22.0,1,20,5,25.0,0.91,0.23,0.05,0.20,0,0,2932,de GER,MF,de Bundesliga,26-320,1999,28,1982,71,71.0,22.0,26,74,12,2,28,2,0.75,20,45,-25,-1.14,-0.47,2331,de GER,MF,de Bundesliga,26-320,1999,22.0,5,0,0,20,14,2,13,29,11,0
2332,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,31.0,1995,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.00,143,de GER,GK,de Bundesliga,31-003,1995,31,31,2790,31.0,53,1.71,133,87,63.9,7,10,14,3,9.7,7,5,2,0,2332,de GER,GK,de Bundesliga,31-003,1995,31.0,0,0,0,,0.00,0.00,,,0,0,2933,de GER,GK,de Bundesliga,31-003,1995,31,2790,90,100.0,31.0,31,90,31,0,,0,1.00,45,53,-8,-0.26,,2332,de GER,GK,de Bundesliga,31-003,1995,31.0,1,0,0,1,4,0,0,3,1,0
2333,Léo Scienza,br BRA,MF,Heidenheim,de Bundesliga,27.0,1998,2,2,180,2.0,1,0,1,1,0,0,0,0,0.50,,,,,,,,,,,,,,,,,,,,,,,,,2333,br BRA,MF,de Bundesliga,27-227,1998,2.0,1,4,1,25.0,2.00,0.50,0.25,1.00,0,0,2934,br BRA,MF,de Bundesliga,27-227,1998,2,180,90,6.5,2.0,2,90,2,0,,0,0.00,1,5,-4,-2.00,-1.07,2333,br BRA,MF,de Bundesliga,27-227,1998,2.0,0,0,0,1,7,0,13,0,2,0
2334,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,22.0,2003,34,31,2580,28.7,3,1,4,3,0,0,4,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,2334,eng ENG,MF,eng Premier League,22-250,2003,28.7,3,43,12,27.9,1.50,0.42,0.07,0.25,0,0,2935,eng ENG,MF,eng Premier League,22-250,2003,34,2580,76,84.3,28.7,31,79,17,3,39,0,1.44,45,41,+4,+0.14,+0.89,2334,eng ENG,MF,eng Premier League,22-250,2003,28.7,4,0,0,38,56,1,78,34,34,0
2335,Simone Scuffet,it ITA,GK,Pisa,it Serie A,29.0,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,144,it ITA,GK,it Serie A,29-332,1996,7,7,630,7.0,15,2.14,26,14,53.8,0,3,4,1,14.3,3,3,0,0,2335,it ITA,GK,it Serie A,29-332,1996,7.0,0,0,0,,0.00,0.00,,,0,0,2936,it ITA,GK,it Serie A,29-332,1996,7,630,90,20.6,7.0,7,90,7,0,,21,0.43,6,15,-9,-1.29,-0.25,2335,it ITA,GK,it Serie A,29-332,1996,7.0,0,0,0,0,4,0,0,0,0,0
2336,Sebastian Sebulonsen,no NOR,"DF,MF",Köln,de Bundesliga,26.0,2000,28,25,2228,24.8,0,0,0,0,0,0,5,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2336,no NOR,"DF,MF",de Bundesliga,26-091,2000,24.8,0,27,4,14.8,1.09,0.16,0.00,0.00,0,0,2937,no NOR,"DF,MF",de Bundesliga,26-091,2000,28,2228,80,79.9,24.8,25,85,17,3,36,0,1.07,31,42,-11,-0.44,-0.92,2336,no NOR,"DF,MF",de Bundesliga,26-091,2000,24.8,5,0,0,11,8,4,60,15,23,0
2337,Jenson Seelt,nl NED,DF,Wolfsburg,de Bundesliga,22.0,2003,9,8,681,7.6,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2337,nl NED,DF,de Bundesliga,22-340,2003,7.6,0,2,0,0.0,0.26,0.00,0.00,,0,0,2939,nl NED,DF,de Bundesliga,22-340,2003,9,681,76,24.4,7.6,8,84,7,1,6,2,1.22,15,17,-2,-0.26,+0.72,2337,nl NED,DF,de Bundesliga,22-340,2003,7.6,0,0,0,5,6,0,0,5,9,1
2338,Jenson Seelt,nl NED,DF,Sunderland,eng Premier League,22.0,2003,2,1,134,1.5,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2338,nl NED,DF,eng Premier League,22-340,2003,1.5,0,0,0,,0.00,0.00,,,0,0,2940,nl NED,DF,eng Premier League,22-340,2003,2,134,67,4.4,1.5,1,52,0,1,82,1,1.50,0,2,-2,-1.34,-1.13,2338,nl NED,DF,eng Premier League,22-340,2003,1.5,0,0,0,1,1,0,1,0,0,0
2339,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,25.0,2000,19,12,1101,12.2,0,1,1,0,0,0,1,0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,2339,gh GHA,DF,fr Ligue 1,25-328,2000,12.2,0,5,1,20.0,0.41,0.08,0.00,0.00,0,0,2941,gh GHA,DF,fr Ligue 1,25-328,2000,19,1101,58,39.5,12.2,12,76,6,7,26,10,1.58,23,21,+2,+0.16,-0.37,2339,gh GHA,DF,fr Ligue 1,25-328,2000,12.2,1,0,0,11,27,3,11,16,21,0
2340,Taufik Seidu,es ESP,MF,Atlético Madrid,es La Liga,18.0,2008,1,0,23,0.3,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2340,es ESP,MF,es La Liga,18-098,2008,0.3,0,0,0,,0.00,0.00,,,0,0,2942,es ESP,MF,es La Liga,18-098,2008,1,23,23,0.8,0.3,0,,0,1,23,4,0.00,0,1,-1,-3.91,-4.52,2340,es ESP,MF,es La Liga,18-098,2008,0.3,1,0,0,2,0,0,0,0,0,0
2341,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,24.0,2001,30,29,2536,28.2,0,2,2,0,0,0,2,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,2341,at AUT,MF,de Bundesliga,24-359,2001,28.2,0,19,7,36.8,0.67,0.25,0.00,0.00,0,0,2943,at AUT,MF,de Bundesliga,24-359,2001,30,2536,85,90.9,28.2,29,87,19,1,24,0,1.97,56,31,+25,+0.89,+1.24,2341,at AUT,MF,de Bundesliga,24-359,2001,28.2,2,0,0,17,6,0,5,59,40,0
2342,Ayumu Seko,jp JPN,"MF,DF",Le Havre,fr Ligue 1,25.0,2000,28,27,2445,27.2,0,0,0,0,0,0,4,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2342,jp JPN,"MF,DF",fr Ligue 1,25-325,2000,27.2,0,17,6,35.3,0.63,0.22,0.00,0.00,0,0,2944,jp JPN,"MF,DF",fr Ligue 1,25-325,2000,28,2445,87,87.6,27.2,27,90,26,1,22,0,0.89,24,36,-12,-0.44,-0.18,2342,jp JPN,"MF,DF",fr Ligue 1,25-325,2000,27.2,4,0,0,26,18,1,5,31,24,1
2343,Matz Sels,be BEL,GK,Nottingham Forest,eng Premier League,34.0,1992,27,26,2308,25.6,0,0,0,0,0,0,2,0,0.00,145,be BEL,GK,eng Premier League,34-061,1992,27,26,2308,25.6,33,1.29,106,77,72.6,9,8,9,7,26.9,4,4,0,0,2343,be BEL,GK,eng Premier League,34-061,1992,25.6,0,0,0,,0.00,0.00,,,0,0,2945,be BEL,GK,eng Premier League,34-061,1992,27,2308,85,75.4,25.6,26,88,25,1,13,3,1.30,35,33,+2,+0.08,+0.80,2343,be BEL,GK,eng Premier League,34-061,1992,25.6,2,0,0,0,4,0,0,0,1,0
2344,Antoine Semenyo,gh GHA,MF,Bournemouth,eng Premier League,26.0,2000,20,20,1798,20.0,10,3,13,9,1,2,6,0,0.60,,,,,,,,,,,,,,,,,,,,,,,,,2344,gh GHA,MF,eng Premier League,26-111,2000,20.0,10,49,27,55.1,2.45,1.35,0.18,0.33,1,2,2947,gh GHA,MF,eng Premier League,26-111,2000,20,1798,90,58.8,20.0,20,90,18,0,,0,1.25,31,38,-7,-0.35,-0.85,2344,gh GHA,MF,eng Premier League,26-111,2000,20.0,6,0,0,37,14,12,28,6,20,0
2345,Antoine Semenyo,gh GHA,"MF,FW",Manchester City,eng Premier League,26.0,2000,12,12,1032,11.5,5,1,6,5,0,0,1,0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,2345,gh GHA,"MF,FW",eng Premier League,26-111,2000,11.5,5,27,11,40.7,2.35,0.96,0.19,0.45,0,0,2948,gh GHA,"MF,FW",eng Premier League,26-111,2000,12,1032,86,34.7,11.5,12,86,7,0,,0,2.25,20,10,+10,+0.87,-0.38,2345,gh GHA,"MF,FW",eng Premier League,26-111,2000,11.5,1,0,0,13,7,6,14,4,10,0
2346,Adrian Šemper,hr CRO,GK,Pisa,it Serie A,28.0,1998,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.00,146,hr CRO,GK,it Serie A,28-106,1998,21,21,1890,21.0,32,1.52,98,68,69.4,1,9,11,4,19.0,2,2,0,0,2346,hr CRO,GK,it Serie A,28-106,1998,21.0,0,0,0,,0.00,0.00,,,0,0,2949,hr CRO,GK,it Serie A,28-106,1998,21,1890,90,61.8,21.0,21,90,21,0,,8,0.57,14,32,-18,-0.86,+0.60,2346,hr CRO,GK,it Serie A,28-106,1998,21.0,0,0,0,0,2,0,0,0,0,0
2347,Marvin Senaya,gh GHA,"DF,MF",Auxerre,fr Ligue 1,25.0,2001,23,20,1751,19.5,1,0,1,1,0,0,5,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2347,gh GHA,"DF,MF",fr Ligue 1,25-090,2001,19.5,1,15,5,33.3,0.77,0.26,0.07,0.20,0,0,2950,gh GHA,"DF,MF",fr Ligue 1,25-090,2001,23,1751,76,62.8,19.5,20,84,12,3,26,4,0.61,13,28,-15,-0.77,-0.77,2347,gh GHA,"DF,MF",fr Ligue 1,25-090,2001,19.5,5,0,0,24,32,1,40,34,31,0
2348,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28.0,1997,33,33,2928,32.5,0,5,5,0,0,0,8,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,2348,ar ARG,DF,eng Premier League,28-353,1997,32.5,0,17,5,29.4,0.52,0.15,0.00,0.00,0,0,2951,ar ARG,DF,eng Premier League,28-353,1997,33,2928,89,95.7,32.5,33,89,31,0,,0,1.48,50,51,-1,-0.03,-0.71,2348,ar ARG,DF,eng Premier League,28-353,1997,32.5,8,0,0,32,33,1,27,46,31,0
2349,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,29.0,1997,20,12,1108,12.3,2,0,2,2,0,0,3,0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,2349,de GER,MF,it Serie A,29-017,1997,12.3,2,19,7,36.8,1.54,0.57,0.11,0.29,0,0,2952,de GER,MF,it Serie A,29-017,1997,20,1108,55,36.2,12.3,12,78,4,8,21,0,0.55,8,24,-16,-1.30,-0.52,2349,de GER,MF,it Serie A,29-017,1997,12.3,3,0,0,19,12,1,7,10,20,0
2350,Nicolás Serrano,es ESP,MF,Athletic Club,es La Liga,23.0,2003,14,4,344,3.8,1,0,1,1,0,0,0,0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,2350,es ESP,MF,es La Liga,23-054,2003,3.8,1,15,3,20.0,3.92,0.78,0.07,0.33,0,0,2957,es ESP,MF,es La Liga,23-054,2003,14,344,25,11.6,3.8,4,60,0,10,10,17,1.43,5,5,0,0.00,+0.41,2350,es ESP,MF,es La Liga,23-054,2003,3.8,0,0,0,9,6,0,35,2,5,0
